essay_id;essay_theme;discipline_name;essay_text;teacher_baho_1
2188;Сарчашма ва принсипҳои ҳуқуқи меҳнатӣ.;Ҳуқуқ;Сарчашма ва принсипҳои ҳуқуқи меҳнат, озоди меҳнат маънои маҳдудсози ҳуқуқи инсон ва шаҳрванди дар муносибатҳои ҷамъиятиро муайян мекунад  ;5
2189;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ;Ҳуқуқ;Принсипҳои қонуният низоми принсипҳои ҳуқуқи ҷинояти аз принсипи қонуният оғоз мегардад. Принсипи ҳокимият аҳамияту мазмуни умумиҳуқуқи ва ҳам ҳуқуқӣ - ҷиноятӣ дорад. Принсипи баробарӣ дар назди қонун ба мисоли принсипи қонуният ба мисли сифати умумиҳуқуқӣ ва ҳам ҷиноӣ ҳуқуқӣ баромадмекунад. Ба сифати умумиҳуқуқи принсипи мазкур дар моддаи 17 Конститутсияи Ҷумҳурии Тоҷикистон мустаҳкам гардида, ба сифати ҷиноӣ ҳуқуқӣ дар моддаи 5 Конститутсияи Ҷумҳурии Тоҷикистон пешбинӣ гардидааст. Шахсе , ки ҷиноят содир мекунад, қатъи назар аз ҷинс, нажод, миллат , шаҳрвандӣ , забон , муносибат ба дин , ақидаҳои сиёсӣ , иттиҳодияи ҷамъиятӣ маҳалли истиқоматашон ва дигар ҳолатҳое , ки дар назди қонун баробаранд ба ҷавобгарии ҷиноятӣ кашида мешаванд. ;4
2190;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ;Ҳуқуқ;Принсипи ҳуқуқи ҷиноятӣ аз ғояҳои роҳбарикунанда, ки дар қонунгузори ҷиноятӣ мустаҳкам гардид, мазмуни ҳуқуқи ҷиноятиро муайян месозад.Вазифа дар назди ҳуқуқ ҷиноятистода дар назди қонун , ки аввалин маротиба соли 1998 бевосита дарк намуда ҳаллу фасл мегардад. Аҳамияти ҳуқуқи ҷиноятӣ ин ба татбиқкунандагон ҳуқуқ нигаронидашуда талаботҳое, ки риояи онҳо барои пракуророн судяҳо дар муносибатҳои ҳуқуқи ҷинояти муосири таҷассум мекунад. Вай ба назарияи ҳуқуқи ҷинояти мамлакат ба таҷрибаи пешқадами қонунгузории ҷиноятии ҷаҳон такя менамояд. Қонунгузории ҷиноятии Ҷумҳурии Тоҷикистон чунин принсипҳоро пешбинӣ намудааст, қонуният , баробари шаҳрвандон дар назди қонун номгузории ҷавобгарӣ , ҷавобгарии фардӣ, гунаҳкорӣ ва ғайраҳо мебошанд.;4
2191;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ;Ҳуқуқ;Принсипи қонуният - низоми ҳуқуқи принсипҳои ҷиноятӣ аз принсипи қонуният оғоз мегардад. Принсипи қонуният аҳамияти мазмунӣ умумиҳуқуқи ва ҷинои дорад. Принсипи баробари дар назди шаҳрвандон дар назди қонун ба мисли принсипи қонуният ба сифати принсипи умумихалқӣ ва ҳам ҷиноӣ ҳуқуқи баромад мекунад. Ба сифати принсипи умумиҳуқуқи принсипи мазкур  17 Конститутсияи Ҷумҳурии Тоҷикистон мустаҳкам гардид. Надонистани қонун ҷинояти мазкурро истисно намекунад. Одаме, ки ҷиноят содир намудааст албатта ба ҷавобгари кашида мешавад. ;4
2192;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ;Ҳуқуқ;Вақти дамгирӣ ва намудҳои он;3
2193;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ.;Ҳуқуқ;Ҳуқуқи ҷиноятӣ ҳамчун соҳаи маҷмӯи меъёрҳои ҳуқуқие иборат аст, ки муносибатҳои ҷамъиятӣ вобаста ба ҷиноят вобаста будани кирдор, сазовори ҷазо будани кирдор ҳолатҳои сабуккунанда ва вазнинкунанда ҷавобгарии ҷиноятӣ инчунин ҳолатҳои дигар ба кирдори ҷинои алоҳидаи ҷиноят бавуҷудояндаро ба танзим медарорад. Вазифаҳои ҳуқуқи ҷиноятӣ аз вазифаҳои кодекси ҷиноятӣ, ки он сарчашмаи муҳимтарини ҳуқуқи ҷиноятӣ баромад мекунад.;4
2194;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ.;Ҳуқуқ;Ҳуқуқ ин низоми қоидаҳои ба ҳама ҳатмии рафтор буда аз тарафи давлат қабул, муқаррар ва тасдиқ карда мешавад. Аввалин давлатҳо дар шарқ дар шакли шаҳр-давлатҳо (4-6 п.а.м) дар Чини Қадим , Ҳинд ва ғайра пайдо шудааст. Сохти идоракунии давлат унитарӣ, федеративӣ, конфедеративӣ. Шаклҳои давлат монархия ва ҷумҳуриявӣ. Конститутсия маънояш сохт ва муқарраркунӣ мебошад. Ҷавобгарии ҳуқуқи, маъмурӣ, интизоми , гражданӣ, ҷиноятӣ. Надонистани қонун ва дигар чизҳоро эътироф наменамояд.;6
2195;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ.;Ҳуқуқ;Сарчашмаҳои ҳуқуқи ҷинояти зоҳири ифодаёби ва мустаҳкам кардани меъёрҳои ҳуқуқиро меноманд. Намудҳои шакли ҳуқуқ: 1. Конститутсия 2. Қонуни конститутсионӣ  3. Қонун 4. Кодекс 5. Санадҳои зерқонунӣ Конститутсия аз калимаи constitutsion гирифта шуда сохтор, ҳуҷҷатҳои расми идораи аҳмияти ҷамъиятӣ мебошад.;3
2196;Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ.;Ҳуқуқ;Мавзӯи ман Сарчашма ва принсипҳои ҳуқуқи ҷоноятӣ мебошад. Ҷиноят ҳар хел мешавад. Масалан аз қасди, камбағали, тасодуфи ва тӯҳмати мебошад бо зӯровари. Сарчашмаи асосии ҳуқуқи маъмурӣ қарор дар бораи ҳуқуқвайронкунӣ. Аз синни 18 солагӣ турма мешавад, аз 18 поён ба ноболиғ фиристода мешавад. Низоми қоидаҳои ба ҳама деҳқонон ҳатмии рафтор ки аз тарафи давлат қабул муқаррар ва тасдиқ карда шудааст. Сарчашмаи асосии ҳуқуқи андозро Конститутсия ва кодекси андозро мефаҳмонад. Ҳар як инсон ҳуқуқи худро донистанаш зарур аст.;2
2197;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Шаклҳои зоҳирӣ. Ибодаёби ва мустаҳкам кардани меъёрҳои ҳуқуқиро сарчашмаи ҳуқуқ меноманд. Намудҳои шаклҳои ҳуқуқ: 1. Конститутсия  2. Қонуни конститутсионӣ  3. Қонун 4. Кодекс 5. Санадҳоизериқонунӣ Сарчашмаҳои ҳуқуқӣ бо қонун ва санадҳои зерқонуни ҷудо мешаванд. Намудҳои сарчашмаҳои ҳуқуқ: 1. Конститутсия аз калимаи cons-муқаррарот , сохтор - ҳуҷҷатест, ки дорои аҳамияти ҷамъияти давлат ва муҳими сиёсӣ аст, ки дар он масъалаҳои сохтори асоси иҷтимою иқтисодии ҷамъият. Кодекс - ягона ва муҳайёгаштаи дорои сатҳи баланди мантиқиест, ки тавассути он соҳаи муайяни муносибатҳои ҷамъиятӣ пурра ба низом ва ба восита танзим карда мешавад. ;7
2198;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Шакли зоҳирии ифодаёбӣ ва мустаҳкам кардани меъёрҳои ҳуқуқиро сарчашмаи ҳуқуқ меноманд. Намудҳои шакли ҳуқуқ: 1. Конститутсия 2. Қонуни Конститутсионӣ 3. Қонун 4. Кодекс 5. Санадҳои зерқонунӣ Сарчашмаи ҳуқуқи ва қонунва ва санадҳои зерқонуни пайдо мешаванд. Намудҳои сарчашмаҳои ҳуқуқ. 1. Конститутсия ( аз калимаи constitution - муқаррарот , сохтор мебошад. Ҳуҷҷати расим дорои аҳамияти давлати ва муҳими сиёсӣ аст, ки дар он масъалаҳои асосии сохтори иҷтимоию иқтисодии ҷамъият вазъи ҳуқуқи инсон ва шаҳрванд, сохтори давлати ва дигар масъалаҳои муҳими ҳаёти давлати ва ҷамъиятӣ муқаррар мебошанд.;7
2199;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Ҳуқуқ ин низоми қоидаҳои ба ҳама ҳатмии рафтор буда, аз тарафи давлат қабул, муқаррар ва тасдиқ карда  муносибатҳои ҷамъиятиро ба танзим меорад. Меъёрҳои ҳуқуқ: ваколатдоркунанда, ӯҳдадоркунанда, манъкунанда, фазо, замон, доираи муайяни шахсон. Сарчашмаҳои ҳуқуқ: шакли захираи ифодаёби ва мустаҳкам кардани меъёрҳои ҳуқуқиро сарчашмаи ҳуқуқ меноманд. Сарчашмаҳои ҳуқуқ: Конститутсия, қонуни конститутсионӣ, кодекс, қонун, санадҳои зерқонунӣ. Қонун санади меъёрии ҳуқуқиест, ки мутобиқи тартиби муқарраршуда аз тарафи мақомоти қонунгузор ва ё бо роҳӣ раъйпурсӣ қабул карда мешавад. ;8
2200;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Ҳуқуқ ин низоми қоидаҳои ба ҳама ҳатмии рафтор буда, аз тарафи давлат қабул , муқаррар ва тасдиқ карда мешавад ва муносибатҳои муҳими ҷамъиятиро ба танзим медарорад. Сарчашмаи ҳуқуқ ин - 1. Конститутсия Ҷумҳурии Тоҷикистон 2. Кодекси Ҷумҳурии Тоҷикистон 3. Қонуни Ҷумҳурии Тоҷикистон 4. Қонуни конститутсионӣ  5. Давлат  Конститутсия - санади меъёрҳои ҳуқуқие , ки аз тарафи давлат бо тариқи раъйпурсии умумихалқӣ қабул карда мешавад. Конститутсия 3 маротиба тағйиру илова шудааст ва соли 1996 6уми ноябр аввалин бор қабул шудааст дар Шӯрои 16уми олӣ 6уми ноябр қабул шудааст.. Давлат - ташкилоти ҳокимияти сиëсии халқӣ буда дорои дастгоҳи махсуси маҷбуркунӣ буда салоҳияти худро дар ҳудуди муайян амалӣ мекунад. Шакли пайдоиши давлат - афинагӣ, римӣ ва олмонӣ мебошад. Ҷумҳурии Тоҷикистон давлати соҳибихтиёр , мустақил , ҳуқуқбунëд, дунявӣ ва ягона мебошад!;5
2201;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Ҳуқуқ - ин меъёри қонун қоидаҳо буда аз тарафи давлат ҳимоя карда мешавад. Қонунгузори олӣ ин Маҷлиси Олӣ мебошад. Маҷлиси Олӣ ба 2 палата ҷудо мешавад: 1) Маҷлиси Миллӣ 2) Маҷлиси намояндагон  Конститутсияи Ҷумҳурии Тоҷикистон аз 100 модда 10 боб иборат аст. Аъзоёни Маҷлиси Намояндагон 63 нафарро ташкил медиҳанд. Конститутсия 1991 6 ноябр қабул карда шудааст.;3
2202;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;"Сарчашмаҳои асосии ҳуқуқи конститсионӣ инҳоянд:  Дастури Суди Олӣ; Конститутсияи Ҷумҳурии Тоҷикистон ; қонунҳои амалкунандаи Ҷумҳурии Тоҷикистон; Фармонҳои парламент мебошанд.   Дасткри Суди Олӣ қарору қоидаҳоро мебарорад. Конститутсия бошад қоидаю қонуни навро қабул карда ба фармонҳои парламент медарорад баъд фармон мебарояд.  Бояд ҳар як кас сарчашмаҳои ҳуқуқиро донад барои он ки ҳар як кас аз ҳуқуқи худро донад надонистани ҳуқуқи худ ба намудҳои зиёд дучоп мешавад. Сарчашмаҳои ҳуқуқ ин қоидаю қонунҳоемебошад, ки мо бояд онро донем. Сарчашмаҳои асосии ҳуқуқ инҳоянд; ҳуқуқвайронкунии маъмурӣ қонуни ҳуқуқвайронкунӣ ва қарор дар бораи ҳуқуқвайронкунӣ.  ";3
2203;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Дар соли 1990-ум сол дар Ҷумҳурии Тоҷикистон ҳоло ҳам вазъият душаор буд ҳеҷ инсон наметавонист ҳуқуқу озодиҳои худро дарк кунанд. Асосан сарчашмаҳои ҳуқуқ гуфта мо мефаҳмем, ки Тоҷикистони мо соҳибистиқлол  демократи мебошад баъди солҳои 1997 мо пурра гуфта метавонем ватани озод ҳуқуқи озод дорем гуфта метавонем. Сарчашмаҳои ҳуқуқ ин аввалин маротиба шуда метавонад. Конститутсияи Ҷумҳурии Тоҷикистон сарқонун асосан дар Тоҷикистон мо ҳама сарчашмаҳои хунаш  аз доираи қонун мебошад ва ҳамаи корҳои он аз чорчӯбаи қонун набаромадааст мо метавонем аз конститутсияи Ҷумҳурии Тоҷикистон ҳамаи ваколатҳои инсониро дарк намоем.;5
2204;Сарчашмаҳои ҳуқуқ;Ҳуқуқ;Ба сарчашмаҳои ҳуқуқ дохил мешавад.  Конститутсия  Кодекси меҳнат Кодекси маъмурӣ  Кодекси Оила Кодекси ҷиноятӣ ва ғайра дохил мешавад. Модда ва Бобҳои Конститсионӣ ;4
2205;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Ҳуқуқ ин низоми қоидаҳои ба ҳама ҳатмии рафтор буда аз тарафи давлат қабул муқаррар ва тасдиқ карда мешавад ва муносибатҳои муҳими ҷамъиятиро ба танзим медарорад.Конститутсия аз калимаи юнони гирифта шуда маънояш сохт ва муқарраркуни мебошад. Конститутсияи Ҷумҳурии Тоҷикистон 5 маротиба қабул шудааст. Сооҳои 1929 , 1931, 1937, 1987, 1994 мебошад. Се маротиба тағйиру иловаҳо дароварда шудааст. Соли 1991 , 2001 ва 2016 дароварда шудааст. Конститутсия даврони истиқлол  6 ноябри соли 1994 қабул шудааст ва он аз 10 боб ва 100 модда иборат аст.  Конститутсия қонуни асосии давлат қонуни ягонаи давлат мебошад ва он тамоми масъалаҳои давлатро дар бар мегирад. ;6
2206;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Ҳуқуқ ин низоми қоидаҳои ба ҳама ҳатмии рафтор буда аз тарафи давлат қабул муқаррар ва тасдиқ карда мешавад ва муносибатҳои муҳими ҷамъиятиро ба танзим медарорад.  Ҳуқуқваройнкуни ва намудҳои он.   Ҳуқуқвайронкуни кирдори гунаҳкоронаи зиддиҳуқуқи шахс мебошад , ки ба ҷамъият давлат ё шахсони алоҳида зарар мерасонад.  Ҳуқуқвайронкуни ба 2 гурӯҳ ҷудо мешавад. Ҷинояти ва кирдори ношоям.  Намудҳои ҳуқуқваройнкуни: 1 . кирдори маъмурӣ  2. кирдори интизоми  3. кирдори гражданӣ  4. ҷиноят Кодекси ҷинояти татбиқи таҳлил ҷазо дода мешавад. ;4
2207;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Ҳуқуқ ин низоми қоидаҳои ба ҳама ҳатмии рафтор буда аз тарафи давлат қабул муқаррар ва тасдиқ карда мешавад ва муносибатҳои муҳими ҷамъиятиро ба танзим медарорад.  Аҳд ду намуд мешавад : дутарафа ва бисёртарафа. Аҳднома асосан байни шаҳрвандон ва шахсони ҳуқуқи бо мақсади муқаррар кардани шарту шароити масъалаи мавриди аҳд баста мешавад. ;3
2208;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Сарчашмаҳои ҳуқуқ. Дар замонҳои пешина дар  асрҳои 17 18 милоди ҳуқуқи инсон баробар набуд одамонро ба се тоифа ҷудо мекарданд. 1. камбағал  2. миёна 3. бой Баъд аз солҳои 20 одамон баробарҳуқуқ шудаанд. ;3
2209;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Сарчашмаҳои ҳуқуқ шакли зоҳири ва ифодаёбии мустаҳкам кардани меъёрҳои ҳуқуқиро сарчашмаҳои ҳуқуқи меноманд. Конститутсия  қонуни конститсионӣ  қонун  кодекс  санадҳои зерқонун ;6
2210;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Сарчашмаҳои асосии ҳуқуқ дар қаламравии Ҷумҳурии Тоҷикистон Конститутсия мебошад, ки ҳамаи ҳуқуқҳо  ва озодиҳои ҳатмӣ навишта шудаанд ва иҷрогии он ҳатмӣ мебошад. Сохтори Конститутсия дар боби якуми он оварда шудааст. Ҳамаи намди мақомотҳо ва дигар ташкилотҳои сиёсӣ ба  Конститутсия такя мекунад. Масалан барои амалисозии адолати судӣ судяҳои судҳои гуногун мустақил буда , фақат ба Конститутсия ва қонунҳо такя мекунанд.;3
2211;Сарчашмаҳои ҳуқуқ.;Ҳуқуқ;Сарчашмаи ҳуқуқи ҷиноятӣ Ҷумҳурии Тоҷикистон кодекси ҷинояти Ҷумҳурии Тоҷикистон аз 21 марти соои 1988 қисми махсуси Ҷумҳурии Тоҷикистон.  Ҳолатҳои вазнинкунандаи ҷазо такроран содир намудани ҷинояти оқибатҳои вазниндоштаи ҷиноят дар ҳаёти гурух содир  шуда нақшаи махсусан ҷавобдоштан ҷалби шахсон;3
2212;Связь экологии с другими науками;Экология;"Современная экономика экология тесно связанно с фундаментальный науками математикой,физикой и химией,естественными науками биологией,географией,геологией,почвоведением.Совремменная экология же ограческой дисциклимы,трактующей отношения главным образом животных и растений,оно превращаются в междеипилинарную наука,изучаюшую сложнейшие проблеми,взаимодейстевия человека с окружающей средой.Актуальность и многогранность этой проблемы,вызванной обострением экологической обстановки в масштабах всей кламеты,привела к""экологических""многих естьтвенных,технических и гуманитарных наук.";8
2213;Сиёсат ва воситаҳои ахбори омма;Сиёсатшиносӣ;Сиёсат ин воситаҳои ахбори омма ё ҷамъият худро идора карданба ёрии мерасонад. Сиёсатшиносӣ аз асрҳои ибтидоӣ сар шуда буд, то ҳоли давом медиҳад. Мо дар сиёёсатшиносӣ ба худ гирифтани сиёсат, ки дар давлат ҷамъият бисёр одамони сиёсатмадорон худро идора карданро ёд гирифтем. Сиёсатшиносӣ аз асри хх сар шуда то ҳоло давом медиҳад.;2
2214;Сиёсат ва воситаҳои ахбори омма;Сиёсатшиносӣ;"Сиёсат аз калимаи юнонӣ гирифта шуда, ""politika"" буда, маънояш идора кардани ҳокимият мебошад. Сиёсат қисми тарбиявии ҳамаи инсон соҳаи муҳимтарини зинаи ҷомеа ба шумор меравад, ҳамчун падидаи мураккаби инсону ҷомеа мебошад. Воситаҳои ахбори омма ин радио, телевизион, интернет, СММ ба ҳисоб меравад. Сиёсат ин раванди иҷтимоии ҷомеашиносист. Демократия аз калимаи юнонӣ гирифта шуда, маънояш ""демос"" халқ ""кратос"" ҳокимият ба ҳисоб меравад. Ҷумҳурии Тоҷикистон 9 сентябри соли 1991 соҳибистиқлол гардидааст. Сиёсат ин адолатнокӣ нисбат ба инсон ва идораи давлат мебошад. Сиёсат зӯрӣ, тарсонидан, идора кардани ҳокимият ба ҳисоб меравад. ";6
2215;Сиёсат ҳамчун падидаи ҷамъиятӣ;Сиёсатшиносӣ;Сиёсат ҳамчун падидаи ҷамъиятӣ ба ҳисоб меравад. Сиёсатро олимон ҳамчун политика номидаанд. Политика аз калимаи юнонии (politika - сиёсатшиносӣ) ва илми сиёсат мебошад. Сиёсат ҳамчун падидаи ҷамъиятӣ буда, барои нигоҳдории сиёсати ҷамъиятӣ ба ҳисоб меравад. Сиёсат дар давраи ғуломдорӣ ба вуҷуд омадааст. Дар ҷумҳурии Тоҷикистон бошад солҳои 90 - уми асри xx ба вуҷуд омадааст. Падидаи сиёсат ин идоракунӣ, қонун ва сиёсати давлат ва ҳокимият мебошад. Дар ҷамъият сиёсатро ҳамчун идоракунӣ аз тарафи давлат меҳисобанд. Нақши сиёсат дар ҷамъият хело баланд аст, зеро сиёсат ин ҳимоя намудан аст.  Инчунин сиёсат ҳамчун соҳаи махсуси ҷамъиятӣ зерсистемаи мустақили ҷомеа ба шумор рафта, дорои маркази қабули қарор ва муҳити муайян мебошад. Таҳлили сиёсатшиносӣ дар ҷамъият сиёсатро ҳамчун механизм мешумориданд. ;7
2216;Сиёсат ҳамчун падидаи ҷамъиятӣ;Сиёсатшиносӣ;"Сиёсат аз калимаи юнонӣ буда, маънояш идора кардани давлат мебошад. Сиёёсат қисми таркибии ҳастии инсон, соҳаи муҳимтарини ҳаёти ҷамеа ба шумор меравад. Ҳамчун падидаи мураккаби ҷамъиятӣ сиёсат тамоми одамонро фаро мегирад. Дар ҷомеа шахсе нест, ки бо сиёсат сару кор надошта боошад. Дар ҷомеаи сиёсӣ зистан ва аз сиёсат дар канор мондан мумкин нест. Ҳақ дар ҷониби Арасту аст, ки дар асари машҳураш ""Политика"" Сиёсатшиносиро моҳиятан мавҷудоти сиёсӣ меномад. Мафҳуми ""Политика"" сиёсат тавассути асари файласуфи Юнони Қадим Арасту тобиши илмӣ пайдо кард. Арасту сиёсатро ба масъалаи адолатнокӣ мепайвандад. Арасту сиёсатро шакли мутамаддини умумият медонист, ки баҳри хайрияти умум ва ҳаёти хуррам хизмат менамуд. ";8
2217;Сиёсат ҳамчун падидаи ҷамъиятӣ;Сиёсатшиносӣ;"Аз замони пайдоиши давлат дар ҷомеа дар он мафҳуми сиёсат пайдо шудааст. Сиёсат аслан калимаи юнонӣ буда, аз калимаи  ""politica""-гирифта шудааст, маънояш идора кардан мебошад. Мафҳуми сиёсатро Арасту низ дар асари худ, ки ""Политика"" ном дорад, низ гуфтааст. Дохии бузурги советӣ В.И. Ленин низ аз нигоҳи худ сиёсатро чунин шарҳ додааст. ""Сиёсат чунин падидаи ҷамъиятиест, ки як гурӯҳ аз болои гурӯҳи дигари ҷамъиятӣ идора мекунад"". Сиёсат аз ҷиҳати сохтори идоракунӣ: 1. Авторитарӣ; 2. Тоталитарӣ; 3. Демократӣ мешавад. Аз ҷиҳати идеологӣ (ғоявӣ) бошад, сиёсат ба чунин гурӯҳҳо ҷудо мешавад: 1. Коммунизм; 2. Консерватизм; 3. Либерализм; 4. Авторитаризм ва ғайраҳо.";7
2218;Сиёсат ҳамчун санъати идораи корҳои давлатӣ;Сиёсатшиносӣ;"Сиёсатшиносӣ ин илм дар бораи сиёсат ва идораи он мебошад.  Аз давраҳои пеш сиёсатшиносиро ҳамчун политология медонистанд. Политология аз калимаи юнонӣ гирифта шуда, маънояш ""politika"" сиёсат, санъат ва ""logos"" илм мебошад. Аз замонҳои қадим идораи корҳои давлатӣ дар дӯши вазирону подшоҳон буд, ки дар асоси қонунҳои дар ҳамон замон муқарраршуда амал мекарданд. Дар замони муосир бошад, президент ва аъзоҳои Маҷлиси Олӣ ва Маҷлиси Намояндагон дар Тоҷикистон аз рӯи Конститутсияи Ҷумҳурии Тоҷикистон амал мекунанд. Дар ҳар як давру замон сиёсатдорон аз рӯи қонуну қоидаҳои ташкилшуда ва меъёрҳои давлатӣ фаъолият мекунанд.  ";7
2219;Сиёсат ҳамчун санъати идораи корҳои давлатӣ;Сиёсатшиносӣ;Сиёсат ҳамчун санъати идораи корҳои давлатӣ буда, бо он сиёсати корхона ва сиёсати кормандони корхона дар назар гирифта мешавад. Ва санъати идораи корхона низ ба сиёсати давлатӣ дахл дорад, ки ба давлат қоидаи қонуни давлатӣ ҳар як корхона якҷоя карда дар сиёсати санъати идораи корҳои давлатӣ бо таваҷҷӯҳ иҷро карда мешавад.;4
2220;Сиёсати калисои католикӣ дар аврупои асримиёнагӣ (V-XV);Фалсафа;Сиёсати калисои католикӣ дар аврупои асримиёнагӣ хусусан асрҳои V-XV. Дар Аврупо дин ҳукмрон буд. Ҳамаи ин давлатҳо ба падари Римӣ итоат мекарданд.;3
2221;Сиёсати мустамликадории Руссия дар Осиёи Миёна;Таърихи халқи тоҷик; Таърихи халқи тоҷик фанне мебошад, ки гузаштаро меомӯзад. Халқи тоҷик таърихи бисёр сола дорад.  Давлати Сомониён асосгузори ин давлат Исмоили Сомонӣ буд ӯ каҳрамони зиёде карда аст баҳри ватан.  Оқибати забти Осиёи Миёна аз тарафи Русия Осиёи Миёна ба муносибати капиталисти кашида шуд.;4
2222;Сиёсати мустамликадории Руссия дар Осиёи Миёна;Таърихи халқи тоҷик; Сохта шудани роҳи оҳан ва филиали бонку ширкатҳо аз Русия то Осиёи Миёна. Оқибатҳои забти Осиёи Миёна аз тарафи русия он буд, ки Осиёи Миёна ба муносибатҳои Капиталистӣ кашида шуд.;2
2223;Сиёсатшиноси ҳамун илм;Сиёсатшиносӣ;"Дар аввали асри 20 раванди ташаккули илми сиёсатшиносӣ ҳамчун илм ба миён омад. Сиёсатшиносӣ ҳамчун илм дар бораи раванди қоидаҳои ташаккули ҳокимияти сиёсӣ, барқароршавӣ, шаклу усулҳои идоракунӣ сиёсати шаҳрвандон ва ҳаёти сиёсии ҷомеа ва фаъолияти одамон мебошад. Илми сиёсатшиносӣ дар раванди чунин қонунҳо ташаккул ёфтааст; пайдоиш ва инкишофи манфиатҳои сиёсӣ, субъектӣ ва бо ҳамдигар алоқамандии манфиатҳои иқтисодӣ, сиёсӣ, пайдоиш ва инкишофи ҳокимияти сиёсӣ давлат, пайдоиш ва инкишофи фаъолияти сиёсӣ дар ҷомеа. Сиёсат ин санъати идоракунии давлат аст. Дар омӯзиши масъалаҳои сиёсӣ мавқеи илми сиёсатшиносӣ аҳамияти калонро дорад. Дар раванди омӯзиши илми сиёсатшиносӣ омӯзиши анъанавӣ хеле машҳур аст. Омӯзиши институтсионалӣ ин раванди омӯзиши имконият медиҳад, ки давлати ҳизбҳои сиёсӣ, ҳаракатҳо, институтҳои давлатӣ ва ғайридавлатӣ ҳаматарафа омӯхта мешавад.";7
2224;Сиёсишавии ислом дар замони муосир ва шаклҳои зоҳиршавии он;Диншиносӣ;  Сиёси илови дар замони муосири ислом   Дини ислом яке аз динҳои зебо мебошад, ки одамҳо. Онҳо фақат ба худо бовар мекунан Худои дини исломро Аллоҳ меноманд ва маънояш ба забони арабӣ худо аст китоби муқаддасти ин дин Қуръон мебошад.;2
2225;Синфи миёна ва нақши он дар ҷомеа;Сотсиология;Дар ҷомеаи имруза мо бо ҳаргуна ҳодисаҳои ғаӣр ҷашмжоштани во меҳурем, ки ҳар руз ҷомеа як нав овари ва навгонии бузургии мешавад. Шахман ман ки ҳоло ҷавони бояд барем. Пешрафти як саҳми арзандаи ҳудро гузорои ва бетараф мемонем. Чунин ки асосгузори сулҳи ваҳдати милли пешвои муаззами миллат ҷаноби олӣ мӯҳтарам Эмомали Раҳмон дар ҳама баромади худ мегуянд ҷавонон имрӯз ва оянда миллатаанд.   Мо ҳама бояд аз як чирябон сар барорем ва ҷомеягонро бояд обод кунем. ;3
2226;Синфи миёна ва нақши он дар ҷомеа;Сотсиология;Дар нақши ҷомеа сотсиалогия ҳамчун илми дар асри 19 дар ҷомеа тартиб кардааст. Асосан аз давраҳои қадим то замон хеле рушд кардааст . асосан дар давраҳои асрҳои 19 бисёр ба илм машғул будаанд. Сотсиалогия то замони мо бисёр дар асрҳои миёнв хеле тараққӣ карда буд, дар ҷомеа бисёр навганизо дароварда шудаанд ва бо мақсади баланд бардоштани илму маърифат илм дар асри 19 хеле илм пеш гирифтааст.;3
2227;Современные экологические проблемы;Экология;В сегоднящные время существуют очень много разных экологических проблем.Экологические проблемы осуществляются под влиянимы человекы на природу экологической проблемой можно считать:загрязнение океанов,морей,озер, как и ландшафтов в  том числе. Загрязнения происходять от того что люди бросають мусор гдет угодно не зная последствий. Все пакеты,пластиковые бутылки и металлические  банки консревов, все они убывают морских животных морские обитатели проглатывают пакеты думая,что это медуза и умирают от этого.Нефть также очень сильно влияют на жизнь морских животных. Нефтевая клёнкы на поверхности воды не даёт осуществлят океанам обмен кислородам.    Кислотный дожди тоже являются глобальной экологической проблемой. Если в дождевых каплях содержатся большие кислот чем указана в нормых,то это являются кислотным дождем. кислотные дожды уничтожают все подряд:домы ,растения,деревья, они могут даже принисти ущерб животным и людям.  ;9
